artist_name,soundcloud_url,soundcloud_user_id,genres,edm_match_terms,followers_count,track_count,country,city
Kai Nanfelt,https://soundcloud.com/kainanfelt?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,407840100,"Indie | Indie ""Indie Pop"" ""Indie Rock"" Alternative Pop Pop-Folk | Folk & Singer-Songwriter | Mental Health"" Nervous Anxiety Depression | Pop | mentalhealth anxiety depression OCD upbeat catchy fun Dance Country pop singersongwriter mentalhealthawareness Folk Indie Alternative Beach | Chill Vibes Beach Summer Jazzy DanielCaesar | Alternative Rock | inspirational motivational mentalhealth sober hopeful emotional | rememberwhatisaid kainanfelt alternative guitar JohnMayer breakupsong arrows arrowsEP | Music Folk singer songwriter arrows ep Single ""college "" ""musician "" love heart ace | Island Rock",dance,21,9,,Boston | Newport
Ty Dolla $ign,https://soundcloud.com/tydollasign?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,34738457,R&B | Electronic | Dance | Rap | Hip Hop,dance | electronic,468070,438,,"Los Angeles, CA"
B.R. Centurion,https://soundcloud.com/b-r-centurion?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,189174843,"dance | centurion ""shift key"" remix | ocean drive | duke dumont"" ""br centurion | centurion | dom dolla"" ""go freek",dance,295,3,,Internet
Party Thieves,https://soundcloud.com/partythievesmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,9644163,"Dance | Drum & bass | Electronic | Trap | Dance & EDM | SCFirst | Trap Bass Electronic Party | trap "" Bass idk partythieves | trap anarchy ""revolution "" wells thieves | trap "" ""anarchy "" ""games "" ""sammyadams "" thieves",bass | dance | edm | electronic | trap,118891,24,Australia,United States of
Brasstracks,https://soundcloud.com/brasstracks?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,85976765,R&B | Soul | R&B & Soul | Hip-hop & Rap | Tobi,club,93172,86,United States,New York City
JBW,https://soundcloud.com/redmoneygangsquad?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,14283583,"Trap | Hip-hop & Rap | Trap "" 808 Gunna ""Playboi Carti | rap 808 fire new banger | Random Fire Chad | Summer Banger Rap Trap | Fire Summer Byron Train Newphone Whodis | Banger | Cypher",trap,196,26,United States,Providence
Didrick,https://soundcloud.com/didrick?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1770410,"Electronic | Dance | Sad Machine | Porter Robinson"" Acoustic Cover Didrick ""Ember Island",dance | electronic,15814,6,,
SEVEN_12,https://soundcloud.com/seven12music?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,34543583,"Dance & EDM | JAHKOY SEVEN_12 SEVEN12music SchoolboyQ Dmeanor Swings ""California Heaven"" Remix Edm Trap ""Future Bass | Electronic | JOHN.k SEVEN_12 seven12music runnin seven_12remix Edm Electronic Dance Futurebass Bass Festival",bass | dance | edm | electronic | trap,468,2,United States,Orlando
Ryan Case,https://soundcloud.com/itsryancase?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,170486647,"Dance & EDM | kaskade ""its you its me"" ""ryan case"" trance | House | Indie Dance | beauty and a beat"" ""justin bieber"" ""ryan case"" remix edit | ryan case"" fly | cobra starship"" ""ryan case"" remix ""you make me feel | rock that body"" ""black eyed peas"" remix ""ryan case"" ""rock your body",dance | edm | house | trance,13325,35,,new york
Kozah,https://soundcloud.com/kozah?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,52734181,"Electronic | Dance Pop"" ""Electronic Pop"" Edm | Electronic Pop"" Electronic Edm | Dance Pop"" ""Electronic Pop"" Alternative Edm | Orchestral Soundtrack Piano Electronic Score | Dance & EDM | edm Dance Pop Score Film Anthem Dreams | Trap | Trap Beat 808 nightride flute | Trap Future Bass Edm Dance Experimental ""Progressive House | Dance chill Edm ""Deep House"" House Electronic Experimental Indie | getmoreplays futurebass Trap Edm Ethnic Bass | getmoreplays Bass Ethnic Trap Edm",bass | dance | deep house | edm | electronic | house | progressive house | trap,6245,23,United States,
inverness,https://soundcloud.com/invernessmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,45761655,"Dance & EDM | Electronic | Pop | Electronic: Dance | SCFirst Trap Halloween ""RL Grime | scfirst Guitar Songwriter Flume 20syl louisthechild",dance | edm | electronic | house | trap,16699,22,,los angeles / honolulu
XO Collective,https://soundcloud.com/xocollective?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,192905967,"Electronic | EDM ""Madison Beer"" ""Home With You"" Ambient NAKID Remix | Dance & EDM | Electronic Drake ""In My Feelings"" Remix Keke ""Do you love me"" ""Scorpion | Khalid ""Love Lies"" Normani Jimmie ""Felix Palmqvist"" Electronic Pop | Electronic ""Portugal. The Man"" ""Feel It Still "" ""Jimmie Remix | The Chainsmokers"" ""Don't Say"" ""Felix Palmqvist"" Severo Remix Future ""Future Bass"" Trap ""Chill Trap | Jesper Jenset"" ""Future Bass"" Electronic Lies ""National Folk"" Chanson | Ed Sheeran"" ""Shape of You"" NOTD ""Future Bass"" ""Chill Trap | Future Bass"" ToWonder Severo ""Adam Jensen"" Sandcastles ""XO Collective",bass | dance | edm | electronic | trap,96364,9,,
Culture Code,https://soundcloud.com/culturecode?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,13209644,Dance & EDM | Electronic | Future Bass,bass | dance | edm | electronic,57406,63,,
WILDLYF,https://soundcloud.com/wildlyfmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,37384613,"Sanctuary Sound | Future Bass"" ""Bassline House"" ""UK Garage"" Trap Quix Vincent ""David Shane"" Hero WILDLYF Remix ""Dim Mak | Trap Dubstep Hybrid ""Dillon Francis"" ""Alison Wonderland"" ""Lost My Mind | Trap Dubstep Bass Alarm WILDLYF ""Run The Trap | Future Bass"" Trap ""Future R&B"" R&B ""Hip Hop"" Dubstep | Trap Dubstep Electronic Dance WILDLYF Sanctuary ""Run The Trap | Future Bass"" ""What So Not"" ""Daniel Johns"" ""Sweat It Out!"" OWSLA Trap Electronic Remix Edit DJ ""Be Ok Again | Future Bass | Trap EDM Alison Wonderland ""Alison Wonderland"" M-Phazes M Phazes WILDLYF Messiah Electronic Dubstep Electro ""Future Bass",bass | dance | dubstep | edm | electronic | garage | house | trap,15626,8,Australia,
Severo,https://soundcloud.com/severoofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,149342664,"Dance & EDM | severo awera | Pop | Electronic | severo "" emberisland | Dance EDM Chill | nosleep borntolose severo remix | Deep House | Severo Derra",dance | deep house | edm | electronic | house,15478,9,,
Trademark,https://soundcloud.com/deejaytrademark?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,780957,"Dance & EDM | Trademark Mixed In America 2017 YourEDM Dance House Pop Progressive Electro Free Download | Mashup | Trademark Reasons Why Zedd ""Alessia Cara"" Bassjackers Brooks Remix Mashup Edit Bootleg House Pop Progressive Electro Stay Joyride | The Pregame Series Mix May 10 Van Halen Audien Axwell Ingrosso Kygo Sondr Virginia To Vegas Mickey Valen LA Riots Tiesto Sevenn Gorgon City Dillon Francis Wahlstedt EDX Trademark | Mashup Remix Edit Bootleg Lady Gaga Throttle Snakehips Trademark Free Download | Dance | Mix | House Mix Trademark | Mashup Trademark Where We Fit In BYNON Ember Island Jack Ü Echosmith | Mashup Trademark Show You Love Ellie Goulding Calvin Harris Ariana Grande Marc Benjamin Outside Harder Galactic Remix Bootleg Edit DJ Free Download | Mashup Trademark This Could Be Real Stan Arwell Clean Bandit Borgeous Shaun Frank Maroon 5",bass | dance | edm | house,80139,80,United States,Chicago
Timeflies,https://soundcloud.com/timeflies?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2460427,Pop | Dance-Pop | Splice Demo,dance,87189,217,United States,Los Angeles
Seeb,https://soundcloud.com/seeb?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,150531328,Electronic | Dance-Pop | Dance | Pop,dance | electronic,26950,113,,Oslo
Blanee,https://soundcloud.com/blanee?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,159282804,"Dance & EDM | Remix Bass House Deep | Future House ""Deep House"" Edm Original Mix | Dance e EDM | Remix House Future Bass Contest | Remix Contest Psytrance Hardstyle Edm Dance | House | Remix House Future Funky Disco TheLostStories Splice | Dance Edm House Future ""Deep House"" Trap Remix Producer | Dance Edm Remix House Future | Remix Edm Future Bass House Dance | Trap Future Bass Remix Dance Edm",bass | bass house | dance | deep house | edm | future house | house | trance | trap,1331,19,,
Justin Caruso,https://soundcloud.com/justincarusomusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,56069064,Electronic | Dance | Dance & EDM | House | justincaruso discohouse falltonight | JustinCaruso YourMove DancePop,dance | edm | electronic | house,75968,88,,
Baauer,https://soundcloud.com/baauer?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,7100590,Dance | Electronic | mdma | Dance & EDM | GRACIE | Alternative | House,dance | edm | electronic | house,978519,152,United States,New York
Triarchy,https://soundcloud.com/triarchymusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,115858841,"Dance & EDM | triarchy someonetolove love anthem festival vibes feels | Electronic | Dance-Pop | thechainsmokers triarchy wakeupalone futurebass trap | Pop | triarchy summer coconuts tropical tropicalhouse edm sun beach | Dance | Big Room | The Chainsmokers"" Triarchy Hard Closer Remix | Progressive House"" Triarchy ""Why You Love Me"" House | Progressive House",bass | dance | edm | electronic | house | progressive house | trap,48324,11,United States,"Miami, FL"
Carlin,https://soundcloud.com/carlin-tunes?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,200637632,"Dance & EDM | Remix Remixes Summer Nudisco civalized ""the naked and famous"" Happy lenno ""oliver nelson | partywap | Mashup ""fetty wap"" nghtmre slander crankdat Edm Progressive Remix ""Progressive House"" Future ""future bass | Mashup | Mix ""wes walker"" dyl graves Future Bass flume ""jordan belfort"" Mashup MYRNE Edm remix | Mix drake wheathin Dope Trap Future Dance Party Edm Mashup",bass | dance | edm | house | progressive house | trap,3028,4,,LA
T-Mass,https://soundcloud.com/t-mass?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,3480303,"synthwave | Phonk | phonk tmass t-mass bass house ""dim mak | Synthwave | i like the way you kiss me"" artemas synthwave phonk cover | phonk kordhell | Trap | tmass ""trap nation"" city ""dim mak"" ""all on you"" t-mass habit 2023 trap phonk chainsmokers closer ""future bass"" bass | phonk | phonk tmass ""trap nation"" house bass city drift Tribal | Dance & EDM | halloween tchami tmass ""dim mak"" phonk staarz | House | dim mak"" phonk bass | Dance",bass | bass house | dance | edm | house | trap,180037,120,United States,San Francisco
William Black,https://soundcloud.com/williamblack?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,7775203,Dance & EDM | Dubstep,dance | dubstep | edm,47077,107,,"Denver, Colorado"
Seven Lions,https://soundcloud.com/seven-lions?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,659761,"Ambient | Dance & EDM | Dubstep | Trance ""Dance & EDM | Electronic",dance | dubstep | edm | electronic | trance,3642168,371,,
Austin James,https://soundcloud.com/austinjamesdj?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,210068226,"Dance & EDM | Electronic Trap ""Future Bass"" Experimental Pop ""Troy Ogletree"" ""Austin James"" ""AUSTIN JAMES"" avstinjames ""Avstin James"" Mashups | Trap Bass ""Austin James"" Titus ""Blood In The Water"" Hip-Hop Rap avstinjames | Austin James"" ""Sara Skinner"" Waiting ""Future Bass"" Trap ""Drum and Bass"" Electronic | Electronic | AUSTIN JAMES"" ""AVSTIN JAMES"" avstinjames austinjames ""Stay With Me"" ""Future Bass"" Trap ""Drum & Bass | Austin James"" ""Avstin James"" ""Future Bass"" Trap Electronic | AVSTIN JAMES"" avstinjames G-Eazy ""Charlie Puth"" ""Future Bass"" Trap Pop Rap ""Hip Hop"" Remix | AVSTIN JAMES"" ""Louis The Child"" ""Jacob Banks"" ""Diddy Bop"" Trumpets ""Trumpet Drop"" Electronic | AVSTIN JAMES"" avstinjames ""Dua Lipa"" ""Dua Lipa Remix"" IDGAF ""IDGAF Remix"" ""Dua Lipa IDGAF Remix"" Trap Edm Electronic Pop | Sweater Weather Remix"" ""AVSTIN JAMES"" ""The Neighbourhood"" Trap ""Future Bass"" Alternative | AVSTIN JAMES"" DECKOs ASHA LOVE ""Asha Love"" Remix ""Future Bass"" Trap",bass | dance | drum and bass | edm | electronic | trap,29702,14,Canada,Vancouver
PRISMO,https://soundcloud.com/prismomusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,31949558,Hip Hop | Rap | Latin Rap | Electronic | Dance & EDM | Dance Electronic SCFirst,dance | edm | electronic,77457,72,,"Austin, TX"
YOUNG BOMBS,https://soundcloud.com/youngbombs?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,5031548,"Afro House | afro afrohouse Melodic techno melodictechno House melodichouse mix Set setlist Live series heat waves heatwaves youngbombs young bombs keinemusik hugel rampa &me adamport adam port blackcoffee black coffee adriatique | Dance - Afro House | afro house"" Afrohouse | afrotech techno house melodic beatport mix dj set series ""young bombs"" shimza kasango moblack ""francis mercier"" nitefreak ""black coffee"" keinemusik rampa &me ""adam port"" hugel sistek rivo ""alex wann"" ""marten lou | afro house"" house ""deep house"" electronic techno melodic mix | afro house deep tech techno progressive trance adriatique keinemusik",afro house | dance | deep house | electronic | house | techno | trance,83321,112,Canada,Vancouver
TELYKAST,https://soundcloud.com/telykast?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,21180060,Dance & EDM | TELYKAST BROADKAST MIX 40 | Dance | TELYKAST BROADKAST MIX 39 | TELYKAST frankwalker steerner ocean eyes jazara | TELYKAST BROADKAST MIX 38 | TELYKAST BROADKAST MIX 37 | TELYKAST XanTz the good part | TELYKAST BROADKAST MIX 36 | EDM | Dance Pop,dance | edm,64050,161,,Los Angeles
T-Mass Dangerous Remixes,https://soundcloud.com/t-mass-dangerous-remixes?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,193626903,"Trap | ed sheeran"" ""shape of you"" nation city skrillex flume whatsoh alissonwonderland ""dim mak"" ""steve a"" best new 2017 top free download soundcloud ""y u read dis | tropical trap summer t-mass tmass ""lukas gra"" lukas gram 2016 2017 new best free download skrillex kygo marshmello slushi ""rl grime"" ""trap nation"" house tutorial ""y u read dis",house | trap,3841,2,,
Zaitex Remixes,https://soundcloud.com/zaitexremixes?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,54433883,"Dance & EDM | House Remix | Trap | Eminem Remix Not Afraid Zaitex | Remix | Remix ""Axel F | Trap Heavy ""No Limits",dance | edm | house | trap,1763,18,Slovakia,
Everett Ave,https://soundcloud.com/everettave?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,221770305,Dance & EDM | progressivehouse | Walmart brand Porter | porter robinson mako Future bass | Electronic | futurebass | TaterZ House | House Dope lit taterz eh | Vibes | Heroes | Tropical Nickleback | nickleback tropical Guitar pice whales edm feels cover | Ambient Taters | chill speech love gold ass pice beats whales eve Feel Guitar live,bass | dance | edm | electronic | house,610,15,United States,Boston
SLANDER,https://soundcloud.com/slanderofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2308646,Dance & EDM | Piano,dance | edm,418474,139,,Los Angeles
Martin Garrix,https://soundcloud.com/martingarrix?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2068138,Pop | Dance & EDM | Drum & Bass | Dance,bass | dance | edm,2231596,104,Netherlands,Amsterdam
Tritonal,https://soundcloud.com/tritonalmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2303428,Pop | Dance | Progressive House | Electronic | Drum & Bass,bass | dance | electronic | house | progressive house,208137,894,United States,Austin
Cash Cash,https://soundcloud.com/cashcash?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1747251,Dance,dance | edm | electronic | house,227227,249,United States,NYC
Frank Pole,https://soundcloud.com/frankpole?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,29754766,Dance | Progressive House | Dance & Electronic (Dance | Techno | Disco) | Deep House | Electronica | Downtempo,dance | deep house | electronic | electronica | house | progressive house | techno,6418,20,Italy,Somewhere
bleh,https://soundcloud.com/anal?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,3080174,"Trap | Hip Hop"" Trap | Hip-hop & Rap | Hip-hop & Rap"" Trap | Hip Hop | Trap ""Hip Hop"" Detroit | Electronic | Pop",electronic | trap,48486,26,,
Proximity,https://soundcloud.com/proximity?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,371762,"Dance & EDM | dance edm electronic | Dance & EDM"" ""Drum & Bass"" ""melodic dubstep"" Dubstep ""melodic bass"" electronic ""future bass"" ""progressive house"" house | trap ""future bass"" ""bass music"" edm dance electronic ""electronic music"" ""melodic bass | Trap | Electronic Trap ""Dance & EDM | Dance & EDM"" electronic ""progressive house"" remix edit ""frank walker"" ""dance music"" ""dj | Electronic melodic ""melodic dubstep"" bass ""electronic music "" edm",bass | dance | dubstep | edm | electronic | house | progressive house | trap,364777,408,,Los Angeles
The Chainsmokers,https://soundcloud.com/thechainsmokers?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1642029,Dance | Pop | Dance & EDM | Techno,dance | edm | techno,1317793,433,United States,Los Angeles
Mako,https://soundcloud.com/wearemako?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,10887898,"Dance & EDM | Dance | Fable Mako ""Rat City"" Remix Ocelot",dance | edm,90334,194,,Los Angeles
Major Lazer,https://soundcloud.com/majorlazer?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,12148579,Dance | Electronic | Ragga | Dancehall | Reggaeton,dance | electronic,4243003,630,Jamaica,Kingston
STEAM PHUNK,https://soundcloud.com/steamphunk?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,14946570,"Deep House | Deep House"" ""Lilly Era"" New Trend Chill Video Beach 2022 Charts Best Remix Indie steamphunk Festival Tomorrowland Selected ""Chill House"" Viral | Festival Beach Remix Hit ""Deep House"" House Pool Party Chill 2022 Pop Dance Edm Trend Mix Summer Sun Song | Dance & EDM | Dance | Deep House"" House ""slap house"" Party festival New Electronic vocals singer Beach Summer dj Edm Dj Dance ""Dance Pop | Indie | Indie Vocal Dance Hybrid Pop ""Female "" Singer Songwriter Emotions ""Pop "" Top40 Remix Video | Dance Electro Electronic ""Electronic Pop"" upbeat Melodic Vocals ""Female Vocals"" Singer Songwriter Electronica Nightcore New Remix 2020 Paris Festival Mix Set Dj | Water Pop"" Vocal Pop Ballad Chill Calm Bass Feeling Female Vocalist Illenium Chainsmo Drop Droeloe",bass | dance | deep house | edm | electronic | electronica | house,20854,33,Germany,Hamburg
Two Friends Mixes,https://soundcloud.com/twofriendsmixes?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,165786269,"Dance & EDM | two friends"" ""red rocks"" heatwave | coachella sahara ""two friends | Dance | Two Friends"" ""Friendly Sessions"" FS 2F Podcast Mix EDM Gazzo | Big Bootie"" Bootie Booty Mashup Bootleg EDM House ""Progressive House"" Trap ""Deep House"" ""Future House"" Pop Party Pregame Workout | Friendly Sessions"" Podcast Mix ""Two Friends"" 2F EDM ""Louis The Child | Friendly Sessions"" Podcast ""Two Friends"" 2F ""Culture Code"" EDM",dance | deep house | edm | future house | house | progressive house | trap,31441,9,,Los Angeles
Revealed Recordings,https://soundcloud.com/revealed-recordings?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,724640,"Dance | Progressive House | Dance & EDM | revealed ""year mix"" 2024 | Agus Zack"" KVSH ""Tim Hox"" Corocito ""Bass House"" Festival Remix | Bonkr KVSH ""Tim Hox"" Corocito House Festival Remix | NAEMS KVSH ""Tim Hox"" Corocito ""Big Room"" Techno Festival Remix | Roy Orion"" KVSH ""Tim Hox"" Corocito Festival ""Progressive House"" Remix",bass | bass house | dance | edm | house | progressive house | techno,453622,47,Netherlands,Amsterdam
NCS,https://soundcloud.com/nocopyrightsounds?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,16069159,Future Bass | UK Garage | Speed Garage | Drum & Bass | Witch House | Electronic,bass | electronic | garage | house,1547976,1913,,
Two Friends,https://soundcloud.com/two-friends?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,6311034,Dance & EDM | Dance | Pop,dance | edm,297674,166,,Los Angeles
Tobu,https://soundcloud.com/7obu?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,3669590,"Melodic House | Dance & EDM"" ""128 bpm | Dance & EDM | Progressive House | EDM Dance | Melodic Electronic Instrumental | EDM Dance Instrumental | Progressive House"" Dusk | Hands Up",dance | edm | electronic | house | melodic house | progressive house,309722,144,Latvia,Riga
Lookas,https://soundcloud.com/lookasmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,3579119,"Dance | Trap | Bass | Dubstep | trap dub dubstep bass lookas ""needed u | Dance & EDM | Dance & EDM"" calvin harris blessings remix lookas dubstep trap | Lookas Trap Dubstep ""Dance & EDM"" Maxedout youngwolf | Dance & EDM"" Trap bass basement jaxx ""where's your head at"" remix lookas wheresyourheadat ""wheres your head at"" Electronic Techno | Dance & EDM"" Techno Trap Trance On&on On and on ""sub "" focus ""sub focus | Trap ""Dance & EDM"" lookas | Trap ""Dance & EDM"" Electronic Dubstep | Lookas Trap ""Needed U",bass | dance | dubstep | edm | electronic | techno | trance | trap,187885,65,,Miami
Protocol Recordings,https://soundcloud.com/protocolrecordings?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,13909117,Dance | Progressive House | Electro House | Dance-Pop,dance | house | progressive house,170278,1184,Netherlands,Amsterdam
Stephen,https://soundcloud.com/ithinkimcrashin?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,10920564,"Entertainment | Stephen ""Sincerely | Stephen"" ""Cory Enemy"" Podcast SCFIRST | Electronic | stephen ""man that ill miss | Hip-hop & Rap | Stephen | Halfway House",electronic | house,102967,36,United States,"Silver Lake, CA"
marshmello,https://soundcloud.com/marshmellomusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,110031956,Country | Dance | Dance & EDM | Trap | Future Bass,bass | dance | edm | trap,1459359,245,,in these streets
tyDi,https://soundcloud.com/tydi?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,4383308,"trance | Trance uplifting | Trance | Trance Techno ""mainstage | Dance & EDM | Trance Entertainment | Dance | Melodic House | Techno Trance Tag:House Tag:Progressive Tag:ProgressiveHouse Tag:MelodicHouse Tag:MelodicTechno Tag:ProgressiveTrance Tag:EDM Tag:Festival Tag:ASOT Tag:GlobalSoundSystemRadio Tag:tyDi Add tags to describe the genre and mood of your track | House | Progressive | Techno | Trance"" House Progressive ProgressiveHouse MelodicHouse MelodicTechno ProgressiveTrance EDM Festival ASOT GlobalSoundSystemRadio tyDi | trance tyDi Underground Techno house ""melodic house"" ""melodic techno"" progressive ""Progressive Trance"" ""Progressive House"" ASOT ""Global Soundsystem",dance | edm | house | melodic house | progressive house | techno | trance,32836,382,Australia,Earth
Afrojack,https://soundcloud.com/afrojack?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,26253177,Dance | Pop | Tech House | Electronic | House,dance | electronic | house | tech house,1613668,342,,
J-Kraken,https://soundcloud.com/jkraken?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,46933315,"Feels Trap | kanyewest kanye remix hurricane trap edm futurebass | Dance & EDM | Disco Dance squidgame remix mashup phoebebri | Kingdom Hearts | KingdomHearts Electronic Nostalgia Feelings ""Future Bass | Hip-hop & Rap | J-Kraken Feelings | Overwatch | Overwatch Feels | Weeknd | Ember Island"" ""Can't Feel My Face"" J-Kraken Remix ""super feel | Bath House | Future House"" ""The Bathhouse EP"" J-Kraken House Electronic | Feelings | The Bathhouse EP"" J-Kraken Electronic R&B < | 3 | Soul | The Bathhouse EP"" J-Kraken Naruto lol",bass | dance | edm | electronic | future house | house | trap,10207,19,United States,Orange County
Gryffin,https://soundcloud.com/gryffinofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,58879381,Dance,dance,254906,309,,
Tiësto,https://soundcloud.com/tiesto?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,141707,Dance | Trance | Electronic,dance | electronic | trance,2069623,1111,,The World is My Home
Elephante,https://soundcloud.com/iamtheelephante?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,10915053,"Electronic | Dance | Pop | Future Bass | lorde WhatWasThat Remix Electro glitch house ""Dance & EDM"" Elephante | Dance & EDM",bass | dance | edm | electronic | house,157545,151,,
Keys N Krates,https://soundcloud.com/keysnkrates?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,373114,"House | flip remix house | Dance - House | flip house dance | house flip remix freedownload | freedownload | Rimarkable ""Club Bad"" Teaser | House freedownload | house | Deep House | flip Remix tems",club | dance | deep house | house,303203,239,Canada,Toronto
White Panda,https://soundcloud.com/whitepanda?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,290032,"Dance & EDM | Electronic Rock"" Cover Edm | Pop",dance | edm | electronic,192831,23,,
NightcoreReality,https://soundcloud.com/nightcorereality?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,69200242,"Nightcore | Nightcore ""The Lost Get Found"" ""Britt Nicole"" ""Neon Feather Remix | Nightcore Horizon ""Steerner & Kavela | Nightcore ""Only One"" Illenium | Dubstep | Nightstep Promises Nero | I Want You To Know"" Zedd ""Boston Nightcore Remix | Illuminated Hurts | Up All Night"" ""Owl City | Stay Close"" Fireflight | Let The Flames Begin"" Paramore | Haven't Had Enough"" ""Marianas Trench",dubstep,73530,43,United States,Seattle
Thissongissick.com,https://soundcloud.com/nickraymondg?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,445063,"Edm | dance ""ilo ilo"" ""dance & edm | Electronic | Dance & EDM"" ""ilo ilo"" Wait Thissongissick.com | Dance & EDM | Triarchy ""Bad Habit"" Skela Electronic Pop | House | Adibanti ""Flew The Coop"" ""Deep House"" Thissongissick.com Premiere Subsoul Indie | Indie | rx Soul"" ""All The Way There | Hip-hop & Rap | AllttA 20syl ""J. Medeiros"" ""Muggsy Bogues"" ""Fg. V | Xains ""Set Me Off"" Indie ""Free Download"" Thissongissick.com Premiere | Honors ""Say Yes"" Thissongissick.com Premiere | Two Friends"" ""Cosmos & Creature"" ""Out Of Love"" ""Sean Turk"" Remix Thissongissick.com Premiere ""Free Download | Autograf Simple ""Victoria Zaro"" Thissongissick.com Premiere Electronic Pop",dance | deep house | edm | electronic | house,773720,522,United States,"Boulder, Colorado"
Itro,https://soundcloud.com/itro?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2983988,"Drum & Bass | uplifting dancefloor ""jump up"" ""drum and bass"" dnb 174bpm 175 | Future Bass | itro liquicity | dnb liquicity itro | Future Bass"" ncs ""kedo rebelle"" itro flume ""flux pavillion"" marshmello | Dance & EDM | future bass"" ncs",bass | dance | dnb | drum and bass | edm,44794,70,Netherlands,Amsterdam
David Guetta,https://soundcloud.com/davidguetta?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,4904351,Dance | Pop,dance | electronic,2589956,923,France,Paris
DANNIC,https://soundcloud.com/dannic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,302173,"Dance & EDM | Dance | Mainstage | Big Room | mix radioshow | Dance en EDM"" brazil funk deep",club | dance | edm | electronic,201122,393,Netherlands,Breda
Justin Blau,https://soundcloud.com/justin3lau?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1887081,Electronic | Dance & EDM | Ultra Progressive house 3LAU EDM,dance | edm | electronic | house | progressive house,446944,172,,
